VisitID	VisitOrder	Animal	Tag	Sex	Group	Module	Cage	Corner	CornerCondition	PlaceError	SideErrors	TimeErrors	ConditionErrors	NosepokeNumber	NosepokeDuration	LickNumber	LickDuration	LickContactTime	StartDate	StartTime	StartTimecode	EndDate	EndTime	EndTimecode	VisitDuration	Session
2745	0	1045-1109	900200000471102	Unknown	Group2A	4 No water	2	1	Incorrect	1	1	0	0	1	0.453	0	0	0	2022-10-05	06:03:37.429	217.429	2022-10-05	06:03:39.679	219.679	2.25	1
2746	1	1045-1109	900200000471102	Unknown	Group2A	4 No water	2	2	Incorrect	1	2	0	0	2	0.657	0	0	0	2022-10-05	06:03:41.735	221.735	2022-10-05	06:03:44.919	224.919	3.184	1
2766	2	1045-1109	900200000471102	Unknown	Group2A	4 No water	2	2	Incorrect	1	0	0	0	0	0	0	0	0	2022-10-05	06:33:12.451	1992.451	2022-10-05	06:33:15.852	1995.852	3.401	1
2840	3	1045-1109	900200000471102	Unknown	Group2A	4 No water	2	3	Incorrect	1	1	0	0	1	1.364	0	0	0	2022-10-05	07:31:24.127	5484.127	2022-10-05	07:31:35.463	5495.463	11.336	1
3004	4	1045-1109	900200000471102	Unknown	Group2A	4 No water	2	2	Incorrect	1	5	0	0	5	2.536	0	0	0	2022-10-05	08:54:37.927	10477.927	2022-10-05	08:54:44.908	10484.908	6.981	1
3005	5	1045-1109	900200000471102	Unknown	Group2A	4 No water	2	3	Incorrect	1	0	0	0	0	0	0	0	0	2022-10-05	08:55:14.157	10514.157	2022-10-05	08:55:17.066	10517.066	2.909	1
3006	6	1045-1109	900200000471102	Unknown	Group2A	4 No water	2	1	Incorrect	1	1	0	0	1	0.624	0	0	0	2022-10-05	09:00:36.747	10836.747	2022-10-05	09:00:57.680	10857.68	20.933	1
3007	7	1045-1109	900200000471102	Unknown	Group2A	4 No water	2	4	Incorrect	1	0	0	0	0	0	0	0	0	2022-10-05	09:02:07.701	10927.701	2022-10-05	09:02:13.395	10933.395	5.694	1
3008	8	1045-1109	900200000471102	Unknown	Group2A	4 No water	2	4	Incorrect	1	7	0	0	7	2.658	0	0	0	2022-10-05	09:02:14.314	10934.314	2022-10-05	09:02:26.356	10946.356	12.042	1
3012	9	1045-1109	900200000471102	Unknown	Group2A	4 No water	2	2	Incorrect	1	4	0	0	4	2.858	0	0	0	2022-10-05	09:02:54.011	10974.011	2022-10-05	09:03:01.775	10981.775	7.764	1
3013	10	1045-1109	900200000471102	Unknown	Group2A	4 No water	2	1	Incorrect	1	4	0	0	4	1.828	0	0	0	2022-10-05	09:03:05.257	10985.257	2022-10-05	09:03:09.619	10989.619	4.362	1
