VisitID	VisitOrder	Animal	Tag	Sex	Group	Module	Cage	Corner	CornerCondition	PlaceError	SideErrors	TimeErrors	ConditionErrors	NosepokeNumber	NosepokeDuration	LickNumber	LickDuration	LickContactTime	StartDate	StartTime	StartTimecode	EndDate	EndTime	EndTimecode	VisitDuration	Session
56	0	1045-0291	9.002E+14	Unknown	Default	Default	2	3	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	17:06:04.280	5252.229	15.03.2020	17:06:17.263	5265.212	12.983	1
58	1	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	17:06:27.269	5275.218	15.03.2020	17:06:28.781	5276.73	1.512	1
78	2	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	1	0	0	1	0.556	0	0	0	15.03.2020	17:10:47.756	5535.705	15.03.2020	17:10:54.411	5542.36	6.655	1
79	3	1045-0291	9.002E+14	Unknown	Default	Default	2	3	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	17:11:16.139	5564.088	15.03.2020	17:11:21.629	5569.578	5.49	1
82	4	1045-0291	9.002E+14	Unknown	Default	Default	2	2	Incorrect	1	2	0	0	2	1.18	0	0	0	15.03.2020	17:11:46.531	5594.48	15.03.2020	17:11:56.005	5603.954	9.474	1
137	5	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	1	0	0	1	0.296	0	0	0	15.03.2020	17:22:54.662	6262.611	15.03.2020	17:22:59.901	6267.85	5.239	1
143	6	1045-0291	9.002E+14	Unknown	Default	Default	2	4	Correct	0	0	0	0	0	0	0	0	0	15.03.2020	17:23:49.484	6317.433	15.03.2020	17:23:51.385	6319.334	1.901	1
145	7	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	17:23:58.397	6326.346	15.03.2020	17:24:00.953	6328.902	2.556	1
150	8	1045-0291	9.002E+14	Unknown	Default	Default	2	2	Incorrect	1	2	0	0	2	0.469	0	0	0	15.03.2020	17:24:28.317	6356.266	15.03.2020	17:24:42.598	6370.547	14.281	1
252	9	1045-0291	9.002E+14	Unknown	Default	Default	2	2	Incorrect	1	4	0	0	4	2.036	0	0	0	15.03.2020	17:39:33.083	7261.032	15.03.2020	17:39:51.992	7279.941	18.909	1
256	10	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	5	0	0	5	1.798	0	0	0	15.03.2020	17:39:55.615	7283.564	15.03.2020	17:40:03.707	7291.656	8.092	1
260	11	1045-0291	9.002E+14	Unknown	Default	Default	2	2	Incorrect	1	1	0	0	1	0.299	0	0	0	15.03.2020	17:40:04.669	7292.618	15.03.2020	17:40:12.031	7299.98	7.362	1
265	12	1045-0291	9.002E+14	Unknown	Default	Default	2	4	Correct	0	0	0	0	0	0	0	0	0	15.03.2020	17:40:19.270	7307.219	15.03.2020	17:40:20.322	7308.271	1.052	1
266	13	1045-0291	9.002E+14	Unknown	Default	Default	2	4	Correct	0	0	0	0	5	17.036	86	11.0006293	4.484	15.03.2020	17:40:20.377	7308.326	15.03.2020	17:40:52.988	7340.937	32.611	1
277	14	1045-0291	9.002E+14	Unknown	Default	Default	2	4	Correct	0	0	0	0	2	20.501	105	18.4040527	9.506	15.03.2020	17:41:00.571	7348.52	15.03.2020	17:41:31.463	7379.412	30.892	1
493	15	1045-0291	9.002E+14	Unknown	Default	Default	2	4	Correct	0	0	0	0	0	0	0	0	0	15.03.2020	18:13:49.102	9317.051	15.03.2020	18:13:51.787	9319.736	2.685	1
496	16	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	4	0	0	4	1.251	0	0	0	15.03.2020	18:14:05.984	9333.933	15.03.2020	18:14:20.215	9348.164	14.231	1
552	17	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	4	0	0	4	0.543	0	0	0	15.03.2020	18:25:11.426	9999.375	15.03.2020	18:25:15.283	10003.232	3.857	1
555	18	1045-0291	9.002E+14	Unknown	Default	Default	2	3	Incorrect	1	2	0	0	2	0.443	0	0	0	15.03.2020	18:25:27.218	10015.167	15.03.2020	18:25:32.821	10020.77	5.603	1
634	19	1045-0291	9.002E+14	Unknown	Default	Default	2	2	Incorrect	1	5	0	0	5	0.344	0	0	0	15.03.2020	18:31:08.083	10356.032	15.03.2020	18:31:19.226	10367.175	11.143	1
637	20	1045-0291	9.002E+14	Unknown	Default	Default	2	4	Correct	0	0	0	0	6	6.935	34	4.1172355	1.512	15.03.2020	18:31:23.653	10371.602	15.03.2020	18:31:43.057	10391.006	19.404	1
642	21	1045-0291	9.002E+14	Unknown	Default	Default	2	3	Incorrect	1	2	0	0	2	1.673	0	0	0	15.03.2020	18:31:47.008	10394.957	15.03.2020	18:32:09.338	10417.287	22.33	1
650	22	1045-0291	9.002E+14	Unknown	Default	Default	2	3	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	18:32:11.573	10419.522	15.03.2020	18:32:15.049	10422.998	3.476	1
836	23	1045-0291	9.002E+14	Unknown	Default	Default	2	4	Correct	0	0	0	0	2	3.124	16	2.0151153	0.868	15.03.2020	18:44:29.667	11157.616	15.03.2020	18:44:46.847	11174.796	17.18	1
839	24	1045-0291	9.002E+14	Unknown	Default	Default	2	3	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	18:44:52.248	11180.197	15.03.2020	18:44:58.311	11186.26	6.063	1
931	25	1045-0291	9.002E+14	Unknown	Default	Default	2	3	Incorrect	1	1	0	0	1	0.611	0	0	0	15.03.2020	18:49:43.945	11471.894	15.03.2020	18:49:48.490	11476.439	4.545	1
935	26	1045-0291	9.002E+14	Unknown	Default	Default	2	2	Incorrect	1	2	0	0	2	0.739	0	0	0	15.03.2020	18:49:53.947	11481.896	15.03.2020	18:50:07.983	11495.932	14.036	1
944	27	1045-0291	9.002E+14	Unknown	Default	Default	2	2	Incorrect	1	2	0	0	2	0.396	0	0	0	15.03.2020	18:50:14.473	11502.422	15.03.2020	18:50:22.696	11510.645	8.223	1
952	28	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	2	0	0	2	0.452	0	0	0	15.03.2020	18:50:38.424	11526.373	15.03.2020	18:50:42.805	11530.754	4.381	1
976	29	1045-0291	9.002E+14	Unknown	Default	Default	2	4	Correct	0	0	0	0	3	8.023	41	5.1292933	2.085	15.03.2020	18:52:11.618	11619.567	15.03.2020	18:52:28.775	11636.724	17.157	1
995	30	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	2	0	0	2	0.162	0	0	0	15.03.2020	18:53:02.713	11670.662	15.03.2020	18:53:13.619	11681.568	10.906	1
1119	31	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	1	0	0	1	0.298	0	0	0	15.03.2020	19:00:58.525	12146.474	15.03.2020	19:01:05.263	12153.212	6.738	1
1124	32	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	19:01:05.784	12153.733	15.03.2020	19:01:07.940	12155.889	2.156	1
1149	33	1045-0291	9.002E+14	Unknown	Default	Default	2	4	Correct	0	0	0	0	2	7.837	49	6.1263503	2.436	15.03.2020	19:01:53.794	12201.743	15.03.2020	19:02:12.442	12220.391	18.648	1
1161	34	1045-0291	9.002E+14	Unknown	Default	Default	2	2	Incorrect	1	2	0	0	2	0.439	0	0	0	15.03.2020	19:02:52.109	12260.058	15.03.2020	19:03:10.662	12278.611	18.553	1
1171	35	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	2	0	0	2	1.035	0	0	0	15.03.2020	19:03:25.928	12293.877	15.03.2020	19:03:32.966	12300.915	7.038	1
1182	36	1045-0291	9.002E+14	Unknown	Default	Default	2	4	Correct	0	0	0	0	1	0.056	0	0	0	15.03.2020	19:04:13.073	12341.022	15.03.2020	19:04:17.117	12345.066	4.044	1
1187	37	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	1	0	0	1	0.029	0	0	0	15.03.2020	19:04:32.898	12360.847	15.03.2020	19:04:35.618	12363.567	2.72	1
1208	38	1045-0291	9.002E+14	Unknown	Default	Default	2	4	Correct	0	0	0	0	0	0	0	0	0	15.03.2020	19:06:34.936	12482.885	15.03.2020	19:06:37.248	12485.197	2.312	1
1214	39	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	19:06:50.094	12498.043	15.03.2020	19:06:51.351	12499.3	1.257	1
1253	40	1045-0291	9.002E+14	Unknown	Default	Default	2	4	Correct	0	0	0	0	0	0	0	0	0	15.03.2020	19:10:40.653	12728.602	15.03.2020	19:10:41.864	12729.813	1.211	1
1256	41	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	19:10:46.579	12734.528	15.03.2020	19:10:48.987	12736.936	2.408	1
1272	42	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	4	0	0	4	3.503	0	0	0	15.03.2020	19:11:21.395	12769.344	15.03.2020	19:11:35.566	12783.515	14.171	1
1278	43	1045-0291	9.002E+14	Unknown	Default	Default	2	2	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	19:11:42.665	12790.614	15.03.2020	19:11:54.601	12802.55	11.936	1
1308	44	1045-0291	9.002E+14	Unknown	Default	Default	2	4	Correct	0	0	0	0	1	2.797	11	1.1080633	0.448	15.03.2020	19:14:52.166	12980.115	15.03.2020	19:15:00.474	12988.423	8.308	1
1320	45	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	1	0	0	1	0.057	0	0	0	15.03.2020	19:15:49.320	13037.269	15.03.2020	19:15:54.373	13042.322	5.053	1
1323	46	1045-0291	9.002E+14	Unknown	Default	Default	2	2	Incorrect	1	1	0	0	1	0.568	0	0	0	15.03.2020	19:15:57.380	13045.329	15.03.2020	19:16:13.037	13060.986	15.657	1
1330	47	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	19:16:30.890	13078.839	15.03.2020	19:16:32.915	13080.864	2.025	1
1555	48	1045-0291	9.002E+14	Unknown	Default	Default	2	2	Incorrect	1	1	0	0	1	0.185	0	0	0	15.03.2020	19:35:48.120	14236.069	15.03.2020	19:35:58.159	14246.108	10.039	1
1653	49	1045-0291	9.002E+14	Unknown	Default	Default	2	4	Correct	0	0	0	0	0	0	0	0	0	15.03.2020	19:41:35.051	14583	15.03.2020	19:41:39.959	14587.908	4.908	1
1798	50	1045-0291	9.002E+14	Unknown	Default	Default	2	3	Incorrect	1	2	0	0	2	0.56	0	0	0	15.03.2020	19:53:24.822	15292.771	15.03.2020	19:53:34.232	15302.181	9.41	1
1806	51	1045-0291	9.002E+14	Unknown	Default	Default	2	2	Incorrect	1	9	0	0	9	2.062	0	0	0	15.03.2020	19:53:50.777	15318.726	15.03.2020	19:53:58.433	15326.382	7.656	1
1809	52	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	3	0	0	3	0.899	0	0	0	15.03.2020	19:54:05.761	15333.71	15.03.2020	19:54:14.605	15342.554	8.844	1
1821	53	1045-0291	9.002E+14	Unknown	Default	Default	2	4	Correct	0	0	0	0	5	18.493	114	13.8717936	5.544	15.03.2020	19:54:44.978	15372.927	15.03.2020	19:55:13.068	15401.017	28.09	1
1854	54	1045-0291	9.002E+14	Unknown	Default	Default	2	2	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	19:58:12.662	15580.611	15.03.2020	19:58:14.820	15582.769	2.158	1
1859	55	1045-0291	9.002E+14	Unknown	Default	Default	2	4	Correct	0	0	0	0	0	0	0	0	0	15.03.2020	19:58:32.650	15600.599	15.03.2020	19:58:34.957	15602.906	2.307	1
1862	56	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	2	0	0	2	1.293	0	0	0	15.03.2020	19:58:49.685	15617.634	15.03.2020	19:58:53.991	15621.94	4.306	1
1977	57	1045-0291	9.002E+14	Unknown	Default	Default	2	4	Correct	0	0	0	0	2	15.806	102	13.11375	5.138	15.03.2020	20:09:37.952	16265.901	15.03.2020	20:10:00.642	16288.591	22.69	1
1991	58	1045-0291	9.002E+14	Unknown	Default	Default	2	4	Correct	0	0	0	0	0	0	0	0	0	15.03.2020	20:10:43.033	16330.982	15.03.2020	20:10:47.524	16335.473	4.491	1
1993	59	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	2	0	0	2	1.208	0	0	0	15.03.2020	20:11:28.729	16376.678	15.03.2020	20:11:40.863	16388.812	12.134	1
1997	60	1045-0291	9.002E+14	Unknown	Default	Default	2	2	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	20:12:37.770	16445.719	15.03.2020	20:12:48.788	16456.737	11.018	1
2018	61	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	1	0	0	1	0.297	0	0	0	15.03.2020	20:14:47.792	16575.741	15.03.2020	20:14:54.242	16582.191	6.45	1
2019	62	1045-0291	9.002E+14	Unknown	Default	Default	2	2	Incorrect	1	4	0	0	4	2.05	0	0	0	15.03.2020	20:15:00.923	16588.872	15.03.2020	20:15:21.637	16609.586	20.714	1
2059	63	1045-0291	9.002E+14	Unknown	Default	Default	2	4	Correct	0	0	0	0	4	15.862	108	14.069805	5.222	15.03.2020	20:19:22.880	16850.829	15.03.2020	20:19:46.720	16874.669	23.84	1
2063	64	1045-0291	9.002E+14	Unknown	Default	Default	2	3	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	20:19:54.039	16881.988	15.03.2020	20:20:03.170	16891.119	9.131	1
2072	65	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	20:21:38.947	16986.896	15.03.2020	20:21:42.252	16990.201	3.305	1
2112	66	1045-0291	9.002E+14	Unknown	Default	Default	2	2	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	20:25:29.871	17217.82	15.03.2020	20:25:31.400	17219.349	1.529	1
2116	67	1045-0291	9.002E+14	Unknown	Default	Default	2	4	Correct	0	0	0	0	2	8.053	49	6.3193614	2.52	15.03.2020	20:25:41.530	17229.479	15.03.2020	20:25:54.611	17242.56	13.081	1
2210	68	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	20:38:48.076	18016.025	15.03.2020	20:38:51.252	18019.201	3.176	1
2213	69	1045-0291	9.002E+14	Unknown	Default	Default	2	2	Incorrect	1	2	0	0	2	0.653	0	0	0	15.03.2020	20:38:53.954	18021.903	15.03.2020	20:39:06.317	18034.266	12.363	1
2220	70	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	2	0	0	2	0.625	0	0	0	15.03.2020	20:39:16.201	18044.15	15.03.2020	20:39:22.851	18050.8	6.65	1
2225	71	1045-0291	9.002E+14	Unknown	Default	Default	2	4	Correct	0	0	0	0	0	0	0	0	0	15.03.2020	20:39:27.142	18055.091	15.03.2020	20:39:29.059	18057.008	1.917	1
2226	72	1045-0291	9.002E+14	Unknown	Default	Default	2	4	Correct	0	0	0	0	4	10.305	69	8.6824966	3.346	15.03.2020	20:39:31.156	18059.105	15.03.2020	20:39:46.887	18074.836	15.731	1
2232	73	1045-0291	9.002E+14	Unknown	Default	Default	2	3	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	20:39:47.769	18075.718	15.03.2020	20:40:00.949	18088.898	13.18	1
2275	74	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	3	0	0	3	0.155	0	0	0	15.03.2020	20:43:50.618	18318.567	15.03.2020	20:44:00.662	18328.611	10.044	1
2278	75	1045-0291	9.002E+14	Unknown	Default	Default	2	2	Incorrect	1	3	0	0	3	1.209	0	0	0	15.03.2020	20:44:11.529	18339.478	15.03.2020	20:44:27.972	18355.921	16.443	1
2282	76	1045-0291	9.002E+14	Unknown	Default	Default	2	4	Correct	0	0	0	0	1	8.377	50	6.3853652	2.492	15.03.2020	20:45:11.132	18399.081	15.03.2020	20:45:23.432	18411.381	12.3	1
2294	77	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	20:46:25.163	18473.112	15.03.2020	20:46:26.905	18474.854	1.742	1
2337	78	1045-0291	9.002E+14	Unknown	Default	Default	2	2	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	20:51:28.082	18776.031	15.03.2020	20:51:31.637	18779.586	3.555	1
2344	79	1045-0291	9.002E+14	Unknown	Default	Default	2	2	Incorrect	1	1	0	0	1	0.185	0	0	0	15.03.2020	20:52:07.204	18815.153	15.03.2020	20:52:12.988	18820.937	5.784	1
2347	80	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	1	0	0	1	0.085	0	0	0	15.03.2020	20:52:29.379	18837.328	15.03.2020	20:52:33.354	18841.303	3.975	1
2352	81	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	2	0	0	2	0.481	0	0	0	15.03.2020	20:53:00.125	18868.074	15.03.2020	20:53:07.466	18875.415	7.341	1
2354	82	1045-0291	9.002E+14	Unknown	Default	Default	2	2	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	20:53:08.374	18876.323	15.03.2020	20:53:12.631	18880.58	4.257	1
2402	83	1045-0291	9.002E+14	Unknown	Default	Default	2	4	Correct	0	0	0	0	2	13.628	82	11.1236363	3.919	15.03.2020	20:59:28.527	19256.476	15.03.2020	20:59:55.572	19283.521	27.045	1
2409	84	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	1	0	0	1	0.029	0	0	0	15.03.2020	21:01:09.614	19357.563	15.03.2020	21:01:16.715	19364.664	7.101	1
2410	85	1045-0291	9.002E+14	Unknown	Default	Default	2	2	Incorrect	1	2	0	0	2	1.066	0	0	0	15.03.2020	21:01:19.396	19367.345	15.03.2020	21:01:53.772	19401.721	34.376	1
2417	86	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	21:02:14.569	19422.518	15.03.2020	21:02:15.941	19423.89	1.372	1
2418	87	1045-0291	9.002E+14	Unknown	Default	Default	2	2	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	21:02:19.101	19427.05	15.03.2020	21:02:23.015	19430.964	3.914	1
2423	88	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	21:02:36.581	19444.53	15.03.2020	21:02:36.852	19444.801	0.271	1
2425	89	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	4	0	0	4	0.936	0	0	0	15.03.2020	21:02:38.660	19446.609	15.03.2020	21:02:44.592	19452.541	5.932	1
2427	90	1045-0291	9.002E+14	Unknown	Default	Default	2	4	Correct	0	0	0	0	3	6.958	26	3.3561919	1.302	15.03.2020	21:02:49.793	19457.742	15.03.2020	21:03:07.362	19475.311	17.569	1
2430	91	1045-0291	9.002E+14	Unknown	Default	Default	2	3	Incorrect	1	4	0	0	4	2.893	0	0	0	15.03.2020	21:03:14.423	19482.372	15.03.2020	21:03:38.301	19506.25	23.878	1
2432	92	1045-0291	9.002E+14	Unknown	Default	Default	2	3	Incorrect	1	2	0	0	2	0.497	0	0	0	15.03.2020	21:03:42.867	19510.816	15.03.2020	21:03:51.363	19519.312	8.496	1
2517	93	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	1	0	0	1	0.043	0	0	0	15.03.2020	21:17:21.511	20329.46	15.03.2020	21:17:39.291	20347.24	17.78	1
2522	94	1045-0291	9.002E+14	Unknown	Default	Default	2	2	Incorrect	1	2	0	0	2	0.086	0	0	0	15.03.2020	21:17:45.952	20353.901	15.03.2020	21:18:01.433	20369.382	15.481	1
2526	95	1045-0291	9.002E+14	Unknown	Default	Default	2	2	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	21:18:05.762	20373.711	15.03.2020	21:18:07.629	20375.578	1.867	1
2530	96	1045-0291	9.002E+14	Unknown	Default	Default	2	2	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	21:18:27.307	20395.256	15.03.2020	21:18:42.400	20410.349	15.093	1
2534	97	1045-0291	9.002E+14	Unknown	Default	Default	2	2	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	21:18:45.488	20413.437	15.03.2020	21:18:47.520	20415.469	2.032	1
2540	98	1045-0291	9.002E+14	Unknown	Default	Default	2	4	Correct	0	0	0	0	4	6.665	43	5.4833137	2.184	15.03.2020	21:19:08.707	20436.656	15.03.2020	21:19:27.923	20455.872	19.216	1
2545	99	1045-0291	9.002E+14	Unknown	Default	Default	2	3	Incorrect	1	17	0	0	17	12.565	0	0	0	15.03.2020	21:19:35.575	20463.524	15.03.2020	21:20:07.414	20495.363	31.839	1
2550	100	1045-0291	9.002E+14	Unknown	Default	Default	2	1	Incorrect	1	1	0	0	1	0.029	0	0	0	15.03.2020	21:20:39.057	20527.006	15.03.2020	21:20:42.065	20530.014	3.008	1
2609	101	1045-0291	9.002E+14	Unknown	Default	Default	2	2	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	21:26:21.433	20869.382	15.03.2020	21:26:35.040	20882.989	13.607	1
3140	102	1045-0291	9.002E+14	Unknown	Default	Default	2	3	Incorrect	1	0	0	0	0	0	0	0	0	15.03.2020	22:22:10.848	24218.797	15.03.2020	22:22:28.639	24236.588	17.791	1
3263	103	1045-0291	9.002E+14	Unknown	Default	Default	2	4	Correct	0	0	0	0	4	2.17	0	0	0	15.03.2020	22:31:58.054	24806.003	15.03.2020	22:32:17.782	24825.731	19.728	1
